,,GPR37L_1,GPR37L_1,GPR37L_2,GPR37L_2,LGI2_A12,LGI2_A12,SLITRK5,SLITRK5,THSD7_1,THSD7_1,THSD7_2,THSD7_2
Burst Percentage - Std,C(Chemical_Type),0.14253712148460523,0.9661330755923084,0.057011842661853024,0.9939283268307572,0.6170787334903213,0.6507690053411606,0.06272864375759446,0.9927057756519272,0.42232672810298116,0.7924551084279953,0.09844930617086634,0.9828706611366018
Burst Percentage - Std,C(Gene):C(Chemical_Type),0.15190693133110117,0.9620068456645887,0.056239336530110186,0.9940856232958961,0.33760377050244195,0.8524408353254274,0.04021818699064548,0.9969095009567642,0.23486150389137728,0.9185184276793426,0.058795684919242884,0.9935578713130327
Number of Network Bursts,C(Gene),0.0761928879389598,0.7827724274781891,15.171525635326567,0.00012872375819518184,3.7733304747482967,0.053296546420311876,1.1138009858241982,0.29236450793848495,2.144076410602016,0.14448659206291375,2.183878635791002,0.14083065367592662
Number of Network Bursts,C(Chemical_Type),1.5718450255309566,0.18262944402457856,2.4598898122345183,0.04624310044042525,2.874699520997855,0.02370075770112965,1.1450270183768496,0.3361054837979829,1.9379380222661684,0.10498349563078446,1.6392616507018798,0.16521288847961024
Number of Network Bursts,C(Gene):C(Chemical_Type),0.2349436047172015,0.9184701333559041,0.7423305008956966,0.5640186792554737,1.1199970678181048,0.34778061307586094,0.23540981781573433,0.9181957244066734,0.5992825918028366,0.663519891747612,0.43707820342354664,0.7817525255804777
Network Burst Frequency,C(Gene),0.07642206740745873,0.7824542341609214,15.180338389042719,0.00012816161436701338,3.7804281311786987,0.053074741050935376,1.3472053626378002,0.2469705670777926,2.1361784720313364,0.14522474693593868,2.188124498296809,0.14044687380640078
Network Burst Frequency,C(Chemical_Type),1.5885459099861745,0.17816558455491047,2.488799387694788,0.044156067443754346,2.9022624763229077,0.022662377222298843,1.2903760339425787,0.2745579005694327,1.9722683801811707,0.09956701387548443,1.6621940806911901,0.15964401464998154
Network Burst Frequency,C(Gene):C(Chemical_Type),0.23527931173066394,0.9182725678367197,0.7437499294959437,0.5630712833212139,1.1179696164432675,0.3487405729469094,0.26451344210477346,0.9005335397418629,0.6039242406276336,0.6601861668499747,0.43660707873109084,0.7820950601723796
Network Burst Duration - Avg (sec),C(Gene),0.00550043271441557,0.9409436343988676,1.9033353010099143,0.16904525624138256,0.2359896412882321,0.6275801968167781,27.8027018033804,3.0941155113622336e-07,5.601159120879825,0.01877822872315541,4.938370892808387,0.02724039247558524
Network Burst Duration - Avg (sec),C(Chemical_Type),0.7812894347699508,0.538347027553682,1.4866745746746997,0.20700920536416112,0.6373012105410437,0.6363878846162718,1.711429609823454,0.1482663143545813,0.6985174888885772,0.5936860688999563,0.41447388175606525,0.7981309931457281
Network Burst Duration - Avg (sec),C(Gene):C(Chemical_Type),0.5759435743878838,0.6803594860809277,0.033282182978368234,0.9978636818385287,0.5586399015776338,0.692916680322671,0.14709330598067477,0.9641496537865359,0.12289736532023152,0.9741600635739379,0.33825514871258155,0.8519934034398159
Network Burst Duration - Std (sec),C(Gene),4.171258886936461,0.04225597262225169,6.174533813886022,0.013672808189804167,3.7503677207894084,0.054020941918324905,30.90953760379575,7.467816681024195e-08,2.1929785712338368,0.14000956505766782,1.0692378200631674,0.30220368060178715
Network Burst Duration - Std (sec),C(Chemical_Type),0.9556599126154179,0.43266354671687945,2.31973978800278,0.05778837857314482,1.8800433795051696,0.11475154557297036,1.6434977207244255,0.16417097707254513,1.585811713598833,0.17888952517368217,0.40488604528928906,0.805037007356563
Network Burst Duration - Std (sec),C(Gene):C(Chemical_Type),0.391792217988994,0.8144196348541427,0.39164650700944614,0.8145236989345015,0.3870615939266329,0.8177939648767003,0.30322999743373513,0.8756263193952343,0.05687444566974354,0.9939564421696202,0.21328864824108848,0.9308885695660913
Network Burst Duration - Median (sec),C(Gene),2.3500598839431968,0.12665253230868867,7.399179343723015,0.007023763306156297,0.03324894554192069,0.8554742209848907,22.65117185604055,3.4338446057254096e-06,6.607451321679363,0.010786184675923264,5.2746715116440885,0.022537641309285508
Network Burst Duration - Median (sec),C(Chemical_Type),0.8804830882236947,0.4763012186542447,0.7049451220217586,0.589283786088945,0.28483518652363143,0.8876400787854208,1.129472281432443,0.3433226786927849,0.5558064582758734,0.6949778739017607,0.5062397277660916,0.7311904679289543
Network Burst Duration - Median (sec),C(Gene):C(Chemical_Type),0.4126148559837798,0.7994721765480197,0.245051493829149,0.9124581103982394,0.6176405834566403,0.6503678347195994,0.067399190246783,0.9916316851319801,0.3754705774882155,0.8260228936518553,0.4621773842746534,0.76345092830086
Network Burst Duration - MAD (sec),C(Gene),0.917466800672065,0.3391467406551656,0.6908095371284915,0.4067511653494751,0.04829715736206919,0.8262482128474152,30.071048618686724,1.0936871867726031e-07,1.8553365927878334,0.1744964824318574,7.90717211369257,0.005349130648937025
Network Burst Duration - MAD (sec),C(Chemical_Type),1.1616016393264403,0.32855242710073496,1.5420762186006807,0.19083866434893618,1.83018542996981,0.12384105875797456,1.604749532938167,0.17392980634055386,2.00780538649033,0.09423896692381789,0.8936875539464844,0.46842028621285214
Network Burst Duration - MAD (sec),C(Gene):C(Chemical_Type),1.1032164148078802,0.35579067390103114,0.5688363983406586,0.6855104616057568,0.8052419010322915,0.522917047228951,1.048365093983668,0.38300922473279925,0.30898394019613146,0.8718080569352061,1.4276024509047411,0.22559417017343222
Number of Spikes per Network Burst - Avg,C(Gene),6.302042136313171,0.012747789633814408,0.03174722786352528,0.8587403999706213,0.08008458987870243,0.7774373418530504,32.135456679487085,4.286575868660574e-08,22.415450945501192,3.8397416527364746e-06,20.05287140679682,1.1864532214804385e-05
Number of Spikes per Network Burst - Avg,C(Chemical_Type),0.3655440430374543,0.833021916630442,0.7720709896726188,0.5443582685579952,0.44503630956275025,0.7759602893374702,0.8747993356371109,0.47972151947276565,0.33927024784889326,0.8512955895900476,0.25188095938520905,0.9083241276670222
Number of Spikes per Network Burst - Avg,C(Gene):C(Chemical_Type),0.9210736668015524,0.45236757267009997,0.08251803942373566,0.9877074418239984,0.5558024493996072,0.6949807910729378,0.09346098575686458,0.9844595779676365,0.36144802213235155,0.8358958145770673,0.689055936675537,0.6001960428284576
Number of Spikes per Network Burst - Std,C(Gene),1.4491806200970685,0.22989696000430532,9.489407452623526,0.0023182790844491906,2.5759850124324486,0.10986870903861598,30.82437703504025,7.762340040092525e-08,5.021022498100214,0.025996752028442417,3.1001643945189143,0.07961336469162564
Number of Spikes per Network Burst - Std,C(Chemical_Type),1.2804627314505321,0.27842759906685366,2.418620832133839,0.049388537033133464,2.892508897865712,0.023024628591247383,1.48237501636862,0.2083142151462903,2.046637828234013,0.08872606053793532,1.2008315542627424,0.3112332706796549
Number of Spikes per Network Burst - Std,C(Gene):C(Chemical_Type),0.40843298633328395,0.802485448390282,0.09895686298698193,0.9827052797129989,0.13670091431210638,0.9686084961960905,0.5647070062472437,0.6885076399022603,0.029184510561918668,0.9983482382483851,0.20661210409550745,0.9345807431832385
Number of Spikes per Network Burst - Median,C(Gene),16.546483341522475,6.524809933362581e-05,5.328758158144201,0.021864345416568492,0.3692851470039547,0.543993713965103,22.983382660378837,2.9343066317704896e-06,24.161100319343035,1.6844692039453228e-06,20.8479573570798,8.10241156826425e-06
Number of Spikes per Network Burst - Median,C(Chemical_Type),0.246245433287079,0.9117394887876937,0.38347999772249025,0.8203427609521635,0.05947382296792666,0.9934144048854916,0.9270118473285647,0.4489392206539966,0.26200523037276596,0.9020947336884899,0.26185913669382765,0.9021854526172969
Number of Spikes per Network Burst - Median,C(Gene):C(Chemical_Type),1.193286387741121,0.31450389830219727,0.8460735311696763,0.4972632233666082,1.9372736867027478,0.10509100292192473,0.3079144804680901,0.8725197972372191,1.2177389035039485,0.3040077169996954,1.487227537037908,0.20684190217500176
Number of Spikes per Network Burst - MAD,C(Gene),3.06531955292452,0.0813126449005838,0.07477587364872908,0.7847513506463091,0.09079860742274183,0.7634365845773546,29.674552923813938,1.31062707527661e-07,4.111056364275159,0.04375704707167801,11.524356431426288,0.0008089373104043194
Number of Spikes per Network Burst - MAD,C(Chemical_Type),1.3455238723931249,0.2538668524148678,1.5660440558894293,0.1842035695363064,2.2716203599059472,0.062358338807051904,2.2744501957873386,0.06208023659248807,1.8918079414233415,0.11269995910730145,2.139799780486237,0.07672288058338048
Number of Spikes per Network Burst - MAD,C(Gene):C(Chemical_Type),1.2916597107283212,0.2740602077763111,1.0547450242269845,0.37976127487009653,0.7269617967514105,0.5743329579193672,1.4018326474292815,0.23415603340997265,0.6504072702794081,0.6271352724442409,1.053041939806549,0.38062617270493293
Mean ISI within Network Burst - Avg (sec),C(Gene),6.30005833369348,0.012761673559869218,5.91347356704278,0.015790272481737685,0.017818686220890275,0.893925241601456,0.7994504477038873,0.3721923885817574,6.902541489477798,0.009186217928020135,4.964811244808517,0.026835911076691768
Mean ISI within Network Burst - Avg (sec),C(Chemical_Type),0.7667391857996665,0.5478531967350934,0.9281756124714937,0.44826952879433035,0.27511963939470585,0.8938570457353167,0.2597071653143858,0.9035189847753566,0.4428826374022728,0.7775289346804776,0.35448975480635303,0.8407577097777225
Mean ISI within Network Burst - Avg (sec),C(Gene):C(Chemical_Type),0.0687152362611094,0.9913170136469709,0.1350204664967334,0.9693074040073959,0.03068934099774568,0.9981772125834312,0.15274849026628554,0.9616273121971377,0.06514818267505967,0.9921577035999544,0.008793254387632966,0.9998458607605736
Mean ISI within Network Burst - Std (sec),C(Gene),3.49049280925344,0.06299369661411644,0.26887678150299454,0.6045847326690655,1.0471962853536907,0.307228795778301,13.198912874246762,0.00034544572748086206,0.24575454565125301,0.6205537710086759,2.4095957650898763,0.12196840379576242
Mean ISI within Network Burst - Std (sec),C(Chemical_Type),0.24653842910553192,0.9115628695850226,1.2134874604263417,0.3058112275842105,0.4988573184585864,0.7365982890862218,0.339229423330227,0.851323666444452,0.14818515879733085,0.9636678339292672,0.5551579523761031,0.6954498101558297
Mean ISI within Network Burst - Std (sec),C(Gene):C(Chemical_Type),0.3650510486940571,0.8333682691297519,0.6219294597386282,0.647308451692743,0.3245902186665056,0.8613205065291478,0.3812117855586245,0.8219541519925523,0.43768634200627204,0.781310310046197,0.2233866878946963,0.9251792969062419
Median ISI within Network Burst - Avg (sec),C(Gene),2.631051002182075,0.10616227570872902,3.5437621549817035,0.061032166662548265,0.3432616055923218,0.5585270561587705,6.20058921401459,0.013478290482896341,10.619597222427657,0.0012882632240175712,3.807419969579892,0.05224017652721442
Median ISI within Network Burst - Avg (sec),C(Chemical_Type),0.07706404886666007,0.9892002411755048,0.5695884453153649,0.6849649515232434,0.14573728336675507,0.9647445630664867,0.23648585273670064,0.9175612954888731,0.15246396666418366,0.9617557911435298,0.26007841186310393,0.9032893020586603
Median ISI within Network Burst - Avg (sec),C(Gene):C(Chemical_Type),0.05929997853230477,0.9934513212345818,0.3427544704623706,0.848895465631919,0.02105046716427579,0.9991311675577313,0.37367455433915275,0.8272926876782795,0.10741933459804148,0.9798490293049587,0.051543227902817,0.9950006783001054
Median ISI within Network Burst - Std (sec),C(Gene),0.3514994610158379,0.5538480284831624,4.394610905037575,0.03714576476564642,0.5583283953967484,0.4556977445598476,16.03732565022005,8.385041164692319e-05,0.1815920766751955,0.6704071195811774,0.01710206517121835,0.8960677182594248
Median ISI within Network Burst - Std (sec),C(Chemical_Type),0.295381577108763,0.8807892711011103,0.6093895946894554,0.6562679455803181,0.857813125440231,0.4900430569692672,0.3699822457538215,0.8298984453359125,0.2116813075445104,0.9317835835587114,0.5285517778467219,0.7148609242822472
Median ISI within Network Burst - Std (sec),C(Gene):C(Chemical_Type),0.30514474525467894,0.8743587492273032,0.16303462185964826,0.9568733785186052,0.36396148867706746,0.8341333027363081,0.4759728486701116,0.7533596600267645,0.42028970417046907,0.7939289989528879,0.15013325108810976,0.9628019940387867
Median/Mean ISI within Network Burst - Avg,C(Gene),0.3815919204133205,0.5373636367756376,3.580700057829173,0.05971049621958955,0.0011238507627536723,0.973285894815226,50.389565229877626,1.5532449561907408e-11,1.5084777510055347,0.22062685795163445,0.08544198956665212,0.7703172328009826
Median/Mean ISI within Network Burst - Avg,C(Chemical_Type),0.5344332445739076,0.7105627802727645,0.3904409141505668,0.815384400074753,0.2718571844081917,0.8959233495476845,2.662992383346981,0.033385068482930075,0.2963915845912417,0.8801278670858028,0.4056041136301664,0.8045207732814699
Median/Mean ISI within Network Burst - Avg,C(Gene):C(Chemical_Type),0.03483416109034669,0.9976646906150223,0.12050198444661345,0.9750785005842821,0.10506244573631451,0.9806630765643756,1.1642628746896475,0.32735283121048264,0.3579459399749954,0.8383460589089561,0.0794335080449223,0.988562211250969
Median/Mean ISI within Network Burst - Std,C(Gene),5.38353468794506,0.021203818456637373,5.883632832941421,0.016053103049540007,0.022674221049178628,0.8804393161151792,21.186105506296872,6.892937351683868e-06,0.7440747971507021,0.38925721603480135,0.7105894034845956,0.40012398273090255
Median/Mean ISI within Network Burst - Std,C(Chemical_Type),0.15008897776908303,0.9628217589788486,0.989966122523347,0.41375135183930556,1.6300132766749449,0.16750872175766024,0.6366772694277507,0.6368297467819656,0.7638935760995998,0.5497238417568926,0.2232498532937462,0.9252576357845288
Median/Mean ISI within Network Burst - Std,C(Gene):C(Chemical_Type),0.3873747974853893,0.8175708303032027,1.1100939267916996,0.3524899400684688,0.5956217620167904,0.6661529521158703,0.5027716695540267,0.733730780426362,0.06580699496135625,0.9920053527908895,0.5205336168445898,0.7207255111829713
ISI CoV within Network Burst - Avg,C(Gene),3.3067711848167667,0.07029560497341997,0.24199910485609774,0.6232351501049465,2.839995695193186,0.09330070865038095,48.557052559416995,3.350040369496795e-11,23.710681714557428,2.0819377503963405e-06,6.585212179729855,0.010917873226420379
ISI CoV within Network Burst - Avg,C(Chemical_Type),0.4432401054777854,0.777268624608312,0.49109113892299583,0.7422877546265205,1.0270045624648239,0.39404184144692794,1.143400929821853,0.3368541092390041,0.3072003164807696,0.8729945653898374,0.5846495543297071,0.6740637115446141
ISI CoV within Network Burst - Avg,C(Gene):C(Chemical_Type),0.08105479309306168,0.9881163201735162,0.5273066813916653,0.7157712547254832,0.062028897119832505,0.992860908337294,0.19493197782845756,0.9408731832992682,0.2074840439397934,0.9341024006964785,0.1357386968043953,0.9690094541593507
Number of Elecs Participating in Burst - Avg,C(Gene),6.180952891925665,0.013624617830329184,6.317354271963362,0.012641150290250628,2.729855818210994,0.09985265139346358,25.9991023788893,7.1333918898124e-07,3.8317358837114024,0.05150031608593744,9.156805635012068,0.00275986322630278
Number of Elecs Participating in Burst - Avg,C(Chemical_Type),0.14996654066600842,0.9628763974706901,0.004109898374999947,0.9999661130910446,0.3010542499194791,0.8770629222652905,0.4330585986691883,0.7846735758848615,0.018720828775983273,0.9993106652677702,0.05663930782163991,0.994004418837118
Number of Elecs Participating in Burst - Avg,C(Gene):C(Chemical_Type),0.08593868711189503,0.9867279522784276,0.006407246830130673,0.9999178967095357,0.26970271926585876,0.8972818194556833,0.39998251253828865,0.8085577252553329,0.029645417049340397,0.9982967137754103,0.07814526572489588,0.988911115197567
Number of Elecs Participating in Burst - Std,C(Gene),0.08773769123200965,0.7673404361865974,0.16367980669399929,0.6861669434231683,0.0002523310986206216,0.9873399608240746,22.09705963025067,4.466242977874446e-06,0.04507141856260014,0.8320607846228028,4.595395671039976,0.03310722515227362
Number of Elecs Participating in Burst - Std,C(Chemical_Type),0.4269677665131194,0.7890932314885054,0.2423565808086074,0.9140736628731182,0.36705875384427983,0.8319569985820527,0.030532937875511368,0.9981953636140241,0.3209345608791967,0.8637936005755187,0.2778563400031242,0.892115331846957
Number of Elecs Participating in Burst - Std,C(Gene):C(Chemical_Type),0.14011152718505152,0.9671708865474874,0.27302355925027494,0.8951858803413147,0.11397497394597643,0.9775111726204188,0.06922229752219985,0.9911943765231034,0.08275879371636145,0.9876395837698071,0.03093319700399185,0.9981487389704645
Number of Elecs Participating in Burst - Median,C(Gene),5.000000000000112,0.02630732786302343,7.506527415143688,0.0066297477606240265,4.000000000000104,0.046676366629151596,11.838654637482621,0.0006888559856138204,5.005115557564029,0.026231397388603486,10.45454545454563,0.001403047007737424
Number of Elecs Participating in Burst - Median,C(Chemical_Type),9.11254701907512e-27,1.0,3.845917850788495e-28,1.0,0.25000000000006645,0.9094683151372305,0.4826583010533663,0.7484646233337799,1.2038944342487085e-06,0.9999999999970761,2.1902832996205102e-27,1.0
Number of Elecs Participating in Burst - Median,C(Gene):C(Chemical_Type),3.7478487696343655e-27,1.0,2.0482130917466806e-28,1.0,0.24999999999994613,0.9094683151373048,0.4826583010533918,0.7484646233337657,1.2038944341677485e-06,0.9999999999970761,1.2996000371666103e-27,1.0
Number of Elecs Participating in Burst - MAD,C(Gene),,,,,,,2.0679419698271957,0.15178361011981134,,,0.9999999999999921,0.31836141013453967
Number of Elecs Participating in Burst - MAD,C(Chemical_Type),,,,,,,0.7330145075431997,0.5702586049572512,,,1.000000000000002,0.40833927456625585
Number of Elecs Participating in Burst - MAD,C(Gene):C(Chemical_Type),,,,,,,0.7330145075431993,0.5702586049572512,,,0.9999999999999988,0.40833927456625585
Number of Spikes per Network Burst per Channel - Avg,C(Gene),5.720481118684351,0.01757268843600758,0.30846768981981687,0.579161791866591,0.15320528701664193,0.6958532742231129,29.843533960758467,1.2133009053332863e-07,21.57911737806885,5.714467443953599e-06,18.437307855486615,2.5899187729027433e-05
Number of Spikes per Network Burst per Channel - Avg,C(Chemical_Type),0.363222793172469,0.8346516336433633,0.8176642944764541,0.5150244105354513,0.4476466370013202,0.7740580064834703,0.8438562537071475,0.49863480234749924,0.33242479312783946,0.8559884163865165,0.250466640035767,0.9091848516645227
Number of Spikes per Network Burst per Channel - Avg,C(Gene):C(Chemical_Type),0.9666506993217212,0.42653588204356074,0.06202427142948001,0.992861928786829,0.5644367917182458,0.6887038729713748,0.10034581431898784,0.9822492387307373,0.36646996083771544,0.8323710853705705,0.6558485912062204,0.6233104686881492
Number of Spikes per Network Burst per Channel - Std,C(Gene),1.5434645444801778,0.2153680543177517,12.168610683338434,0.000582216955844076,2.776150278898899,0.09703917768705103,29.737898649722958,1.2732504915354688e-07,4.365357127010861,0.03777619177706849,2.8928162407452134,0.09032683228436754
Number of Spikes per Network Burst per Channel - Std,C(Chemical_Type),1.289498186895513,0.274898696880414,2.4434702944970343,0.04747063645262962,2.97364143977593,0.0201760381506485,1.4878401853349057,0.20665668211123114,2.083924521949782,0.08372183223937557,1.1796725020433603,0.32047768559562595
Number of Spikes per Network Burst per Channel - Std,C(Gene):C(Chemical_Type),0.4084878622767395,0.8024459414172294,0.09407732377470263,0.9842668685221841,0.13921041474018675,0.9675531878505164,0.5340092585683793,0.7108725106417362,0.027321045289083974,0.9985487930722112,0.21043380152128693,0.9324755646976153
Number of Spikes per Network Burst per Channel - Median,C(Gene),15.537623211574143,0.00010735006185087752,2.3974505661759005,0.12290802408682971,0.2621498338747581,0.6091382879645166,21.154999958675436,6.996116432359074e-06,23.490751224556647,2.309262696369743e-06,19.465501257081293,1.5744287654132322e-05
Number of Spikes per Network Burst per Channel - Median,C(Chemical_Type),0.22494542770551812,0.9242850576001892,0.36844659092246834,0.8309802834661932,0.06562562090310352,0.9920474282079262,0.8771801486014559,0.47828677634367434,0.2592731647679976,0.9037872948790313,0.2608055479268391,0.9028389883965289
Number of Spikes per Network Burst per Channel - Median,C(Gene):C(Chemical_Type),1.2349009898390793,0.2968181986163402,0.7497176711022997,0.5590979187892446,1.903862581543513,0.11063356425522422,0.3411025538987121,0.8500343446217363,1.2343169667407037,0.2970604743160857,1.4014298210956628,0.2342921192292463
Number of Spikes per Network Burst per Channel - MAD,C(Gene),3.067643489699924,0.08119809675861872,0.009877679040526501,0.9209179599511852,0.07887926002808585,0.7790744663206709,28.97648581945713,1.8038629768448894e-07,3.9331297478241547,0.04853331064854246,10.027679103322626,0.0017508245839682462
Number of Spikes per Network Burst per Channel - MAD,C(Chemical_Type),1.313045496423636,0.2658823531109699,1.5185658442092915,0.19755638287992447,2.3063553389939133,0.059026109202999326,2.2993097502314805,0.05968785967209982,1.8261394929256827,0.12460747977555707,2.1577165761308734,0.07459937592308248
Number of Spikes per Network Burst per Channel - MAD,C(Gene):C(Chemical_Type),1.3096858362601216,0.26715295470815104,1.100435814761699,0.35713221853235455,0.7550070221578274,0.5555895735582346,1.3716344667873601,0.24455300396666227,0.6776540813953933,0.608086836325256,0.990562678829724,0.4134280700933364
Network Burst Percentage,C(Gene),0.955549566485595,0.32933775416771516,2.5536383533493465,0.1114134670881506,1.8703270657568922,0.1727724779841347,12.20241086839928,0.0005722882237450459,2.777159477044489,0.09697882241248078,8.57525331541234,0.0037500780010730574
Network Burst Percentage,C(Chemical_Type),0.09946459139294112,0.9825391628957688,0.0762175269334075,0.9894242348263457,1.717657359869012,0.14688173549221478,0.1938981139462792,0.9414195689286663,0.12851651327860833,0.9719527275292772,0.11631952031192776,0.9766492343777519
Network Burst Percentage,C(Gene):C(Chemical_Type),0.20913992726634337,0.9331907850098762,0.10453559011468552,0.9808431056755609,1.3694726149195124,0.24531263033811326,0.25349385045911726,0.9073396658635473,0.1967507185876403,0.9399077452716167,0.2201595160574151,0.9270198385939868
Network IBI Coefficient of Variation,C(Gene),0.10179568083022061,0.749974868281032,6.107267901535753e-05,0.9937714486451329,0.5407613878603945,0.4628665458736968,0.20678489714133355,0.6497280256553241,0.053915279074621895,0.8165917594508139,0.004271282640403061,0.9479480816775978
Network IBI Coefficient of Variation,C(Chemical_Type),0.5809623634597391,0.6767281702155812,0.9460927304374478,0.4380501580865255,1.890599475686101,0.1129091013509669,0.2853439657049873,0.8873119675787873,0.8905811460358645,0.47026609921409157,1.4237878728250597,0.22684379557787815
Network IBI Coefficient of Variation,C(Gene):C(Chemical_Type),1.0577210352878021,0.37825364048922355,1.6800658193410565,0.15542423119892398,2.7924924836506686,0.027081978975715595,0.6360804304190694,0.6372525298124605,1.6187746004325527,0.17033792284086247,2.262871368519251,0.06322573605733645
Network Normalized Duration IQR,C(Gene),13.957753312230427,0.00023586550642619555,14.278091131247782,0.0002009150385731736,0.5606367642535407,0.4547688206914897,5.347158986885671,0.021640096083864475,0.17625982640393814,0.6749992948986014,1.3119154487719493,0.25323854576531496
Network Normalized Duration IQR,C(Chemical_Type),0.226994939166982,0.9231041300712997,0.8935187450727312,0.4685204615637488,1.3232627010216675,0.2620503544169481,0.9279977101242833,0.4483718565390753,0.7432508359050033,0.5634043010996858,0.13073571470418313,0.971060889601187
Network Normalized Duration IQR,C(Gene):C(Chemical_Type),0.2897226280309144,0.8844780462898064,0.8628894013199888,0.4869428925188597,1.1924728214051779,0.3148582656616996,0.840571708869866,0.5006711667447615,0.6102344722957038,0.6556629396091931,0.11895015208290191,0.9756662078429159
Area Under Normalized Cross-Correlation,C(Gene),19.582114807528935,1.4883106505408029e-05,3.151583887519607,0.07717573320104681,2.394609408898066,0.12312899591400667,10.02389157342887,0.001754276121806736,15.288742165533407,0.00012144719649293232,22.430975515818893,3.8115745834412536e-06
Area Under Normalized Cross-Correlation,C(Chemical_Type),0.5896372598060617,0.6704642342155906,0.06867008807371398,0.9913278955207303,0.3283519648122428,0.8587656451203457,0.2762339661363438,0.8931487728186422,0.0626613142171466,0.992720768546892,0.2512730040095623,0.9086944077166157
Area Under Normalized Cross-Correlation,C(Gene):C(Chemical_Type),0.1847113303400057,0.9461960256770144,0.5152653692304103,0.7245813034178927,0.03792658598751065,0.9972431602659014,0.045496713384501286,0.9960730227613416,0.34554085074664315,0.8469706494744622,0.009560770002428904,0.9998179677779978
Area Under Cross-Correlation,C(Gene),3.953774756371029,0.0479517771034634,4.199418367161946,0.041572654998438326,0.2697440925987008,0.6040029154528668,3.5739522030291884,0.059949632824780996,4.3901513945118396,0.03724114693314976,3.1094677238871475,0.07916621253152571
Area Under Cross-Correlation,C(Chemical_Type),0.4861871541254702,0.7458800516792263,1.167205232568358,0.32603072766496616,1.2859930145328167,0.27626309560846785,0.1285875349011281,0.9719243603807406,0.5713633369057813,0.6836779268642483,0.39774586320635685,0.8101609160100703
Area Under Cross-Correlation,C(Gene):C(Chemical_Type),0.26294035671958293,0.9015134923807181,0.8558605967365952,0.4912390247790852,1.1538159589596029,0.3320827819147578,0.17631718096933247,0.9504326048490106,0.4807397309783638,0.7498696075987955,0.32192552019286086,0.8631241674830752
Full Width at Half Height of Normalized Cross-Correlation,C(Gene),1.0636558654171968,0.30346611898991777,0.22198293052564894,0.6379797294807019,2.400888046025193,0.12264126457540929,2.0087853413925183,0.15774369091381826,7.170056164235234,0.007947472974124323,13.696620936315629,0.000268890091788894
Full Width at Half Height of Normalized Cross-Correlation,C(Chemical_Type),2.7859941289375523,0.027368521547812556,1.0227725931243479,0.39625660566450016,1.971206885547818,0.09973046257983734,0.10412887279871161,0.9809815951868963,1.471851736040112,0.2115393997261515,0.47281802167298054,0.7556687161955693
Full Width at Half Height of Normalized Cross-Correlation,C(Gene):C(Chemical_Type),0.7422998758044471,0.5640391297570835,0.1389176925190317,0.967676995892351,0.4789613326160863,0.7511717936966922,0.44958529069260605,0.772644513477023,0.26997318067565446,0.8971115519311189,0.06458122030641109,0.9922877487504213
Full Width at Half Height of Cross-Correlation,C(Gene),21.950900579941045,4.7875616005607055e-06,2.6721325795018394,0.10348700863643155,0.11928270298829143,0.7301294207127261,3.7755630827676976,0.05322666993473036,16.18383866240245,7.800420524850281e-05,30.88388842844888,7.555314795969377e-08
Full Width at Half Height of Cross-Correlation,C(Chemical_Type),0.16962626488459814,0.9537183995151696,0.13051570428688333,0.9711498075990763,0.08389126316283661,0.9873181877669593,0.15702864316052373,0.9596747662436385,0.2215554785931037,0.9262254942969532,0.07341411000198055,0.9901510479338053
Full Width at Half Height of Cross-Correlation,C(Gene):C(Chemical_Type),0.03714751163485636,0.9973524797451606,0.005355443823378508,0.9999425582619887,0.10417757270242799,0.9809650350262906,0.04758692493651661,0.9957159678341894,0.013099574292227356,0.9996599080156701,0.04972385821054235,0.9953359909525618
Percent Bursts with Start Electrode,C(Gene),0.8479541945678334,0.35809656687286084,0.07241274285558426,0.788096924705059,2.4198888650359742,0.12117834243318894,0.008228210179020687,0.9278023834050162,1.2692491657710767,0.2610816452148152,3.518994031059624,0.06193592759498527
Percent Bursts with Start Electrode,C(Chemical_Type),1.8553538577599267,0.11917154638106683,0.6046990153956882,0.659630241862575,0.7914135268075614,0.5317915408887146,1.1858407315275732,0.3177594628265745,1.4283693979803709,0.22534366288595764,0.9296600068881604,0.44741637569083625
Percent Bursts with Start Electrode,C(Gene):C(Chemical_Type),0.26634688480791435,0.8993879805542315,0.41724970033276954,0.7961265807098348,0.3326391255977975,0.8558419522957379,0.31010144668578044,0.8710633542583356,0.7431404349492475,0.5634779805005897,0.14017133575441693,0.9671454499796457
Burst Peak (Max Spikes per sec),C(Gene),3.3616509183806693,0.06802345827798699,4.832923492297719,0.02891815358346715,0.9584293249774083,0.32861154351364275,19.4313942549287,1.60055796882336e-05,10.317607392509206,0.001506174242073893,1.9889823383399106,0.15979827674937072
Burst Peak (Max Spikes per sec),C(Chemical_Type),1.1375238939051635,0.33957119543374803,1.9602505660336222,0.10143239052798395,2.5780664415274543,0.03827187132026408,0.1607728194798028,0.9579366820458436,2.2466034863304696,0.06486946840837231,3.092522211854051,0.016616159124096162
Burst Peak (Max Spikes per sec),C(Gene):C(Chemical_Type),0.19187292684471347,0.9424847341549245,0.31941891128830946,0.8648160801956282,0.1481255784896815,0.9636941902338255,2.4436878610517088,0.047454166812351116,0.03337707279193093,0.9978517577417729,0.17550027790989298,0.9508381745332484
